age,gender,height,weight,activity,bmr,tdee,calorie_needs,protein,fat,carbs
51,M,181,117,Moderate,2235,3464,3464,260,96,390
50,F,160,78,Very Active,1448,2751,2751,206,76,309
54,M,197,79,Very Active,1786,3393,3393,254,94,382
60,M,154,92,Sedentary,1719,2063,2063,155,57,232
60,F,171,117,Light,1799,2474,2474,186,69,278
45,M,152,85,Moderate,1701,2637,2637,198,73,297
74,F,174,90,Sedentary,1498,1798,1798,135,50,202
19,M,195,109,Active,2377,4100,4100,308,114,461
27,F,191,100,Light,1847,2540,2540,190,71,286
74,M,183,82,Light,1645,2262,2262,170,63,254
78,F,193,55,Sedentary,1216,1459,1459,109,41,164
25,M,155,64,Active,1548,2670,2670,200,74,300
21,F,163,97,Active,1759,3034,3034,228,84,341
38,M,194,57,Active,1567,2703,2703,203,75,304
39,F,195,57,Active,1410,2432,2432,182,68,274
21,M,162,99,Very Active,2073,3939,3939,295,109,443
21,F,192,92,Very Active,1802,3424,3424,257,95,385
74,M,183,70,Active,1484,2560,2560,192,71,288
59,F,183,116,Moderate,1832,2840,2840,213,79,320
67,M,191,57,Sedentary,1388,1666,1666,125,46,187
77,F,155,75,Light,1288,1771,1771,133,49,199
36,M,158,63,Light,1486,2043,2043,153,57,230
42,M,192,76,Active,1790,3088,3088,232,86,347
75,M,180,114,Light,2054,2824,2824,212,78,318
75,F,163,101,Sedentary,1562,1874,1874,141,52,211
36,F,154,61,Very Active,1333,2533,2533,190,70,285
65,F,151,101,Moderate,1568,2430,2430,182,68,273
47,M,161,57,Light,1358,1867,1867,140,52,210
60,M,166,45,Very Active,1147,2179,2179,163,61,245
59,F,185,98,Active,1671,2882,2882,216,80,324
45,F,181,77,Very Active,1526,2899,2899,217,81,326
79,M,169,84,Moderate,1576,2443,2443,183,68,275
34,M,197,47,Very Active,1470,2793,2793,209,78,314
65,F,152,110,Light,1654,2274,2274,171,63,256
37,M,177,75,Light,1733,2383,2383,179,66,268
57,M,171,104,Moderate,1979,3067,3067,230,85,345
45,M,191,45,Moderate,1352,2096,2096,157,58,236
41,M,157,65,Sedentary,1480,1776,1776,133,49,200
78,M,155,60,Moderate,1193,1849,1849,139,51,208
23,F,168,54,Moderate,1368,2120,2120,159,59,238
45,M,193,113,Active,2273,3921,3921,294,109,441
54,F,168,80,Sedentary,1474,1769,1769,133,49,199
41,M,186,51,Sedentary,1431,1717,1717,129,48,193
54,M,181,67,Active,1548,2670,2670,200,74,300
66,F,174,66,Light,1311,1803,1803,135,50,203
43,F,200,80,Very Active,1621,3080,3080,231,86,346
64,F,179,94,Very Active,1594,3029,3029,227,84,341
55,F,175,103,Moderate,1704,2641,2641,198,73,297
44,F,186,77,Light,1545,2124,2124,159,59,239
53,M,177,67,Light,1535,2111,2111,158,59,237
45,F,192,46,Sedentary,1273,1528,1528,115,42,172
52,F,156,63,Very Active,1288,2447,2447,184,68,275
33,M,171,106,Light,2142,2945,2945,221,82,331
31,F,189,112,Sedentary,1935,2322,2322,174,64,261
55,M,158,107,Light,1968,2706,2706,203,75,304
21,F,198,50,Sedentary,1432,1718,1718,129,48,193
25,M,176,85,Active,1930,3329,3329,250,92,375
69,M,178,45,Light,1154,1587,1587,119,44,179
70,F,162,118,Sedentary,1738,2086,2086,156,58,235
58,M,177,50,Very Active,1278,2428,2428,182,67,273
40,M,192,89,Moderate,1975,3061,3061,230,85,344
66,M,163,78,Very Active,1541,2928,2928,220,81,329
50,F,178,70,Very Active,1430,2717,2717,204,75,306
45,M,174,61,Very Active,1485,2822,2822,212,78,317
21,M,193,107,Active,2329,4018,4018,301,112,452
38,F,154,84,Light,1537,2113,2113,158,59,238
43,M,164,47,Very Active,1261,2396,2396,180,67,270
44,F,198,77,Light,1582,2175,2175,163,60,245
18,M,162,80,Very Active,1835,3486,3486,261,97,392
59,F,167,95,Light,1588,2184,2184,164,61,246
37,F,193,80,Light,1625,2234,2234,168,62,251
42,M,177,73,Active,1677,2893,2893,217,80,325
24,M,168,61,Very Active,1576,2994,2994,225,83,337
41,M,185,84,Moderate,1869,2897,2897,217,80,326
33,M,179,66,Sedentary,1644,1973,1973,148,55,222
65,F,179,70,Active,1368,2360,2360,177,66,266
29,M,193,101,Sedentary,2203,2644,2644,198,73,297
72,F,197,89,Very Active,1569,2981,2981,224,83,335
63,F,191,109,Light,1774,2439,2439,183,68,274
31,F,195,48,Sedentary,1361,1633,1633,122,45,184
75,M,180,66,Moderate,1411,2187,2187,164,61,246
27,F,165,78,Active,1563,2696,2696,202,75,303
20,M,181,88,Sedentary,2022,2426,2426,182,67,273
20,F,190,116,Sedentary,2022,2426,2426,182,67,273
54,F,161,82,Moderate,1471,2280,2280,171,63,256
56,F,194,72,Moderate,1472,2282,2282,171,63,257
33,F,181,78,Light,1587,2182,2182,164,61,245
39,M,200,51,Moderate,1510,2340,2340,176,65,263
49,M,183,88,Moderate,1867,2894,2894,217,80,326
71,M,154,45,Active,1027,1772,1772,133,49,199
80,F,155,76,Light,1284,1766,1766,132,49,199
30,F,197,87,Sedentary,1732,2078,2078,156,58,234
60,M,155,64,Moderate,1349,2091,2091,157,58,235
50,F,164,51,Sedentary,1211,1453,1453,109,40,163
30,M,196,72,Very Active,1823,3464,3464,260,96,390
53,M,160,48,Active,1198,2067,2067,155,57,233
19,M,200,60,Light,1744,2398,2398,180,67,270
80,F,192,67,Light,1316,1810,1810,136,50,204
57,F,157,116,Light,1760,2420,2420,182,67,272
46,M,200,64,Light,1644,2260,2260,170,63,254
66,M,199,94,Very Active,1928,3663,3663,275,102,412
31,M,184,69,Active,1720,2967,2967,223,82,334
37,M,196,49,Moderate,1475,2286,2286,171,64,257
57,F,175,75,Light,1436,1974,1974,148,55,222
74,F,150,64,Very Active,1184,2250,2250,169,62,253
54,F,180,109,Moderate,1779,2757,2757,207,77,310
37,M,191,83,Very Active,1907,3623,3623,272,101,408
70,F,177,78,Light,1414,1944,1944,146,54,219
34,M,179,95,Active,2027,3497,3497,262,97,393
52,F,156,120,Light,1815,2496,2496,187,69,281
22,M,155,51,Light,1391,1913,1913,143,53,215
77,F,187,52,Active,1174,2025,2025,152,56,228
34,F,188,112,Active,1918,3309,3309,248,92,372
27,M,155,92,Sedentary,1911,2293,2293,172,64,258
77,F,179,82,Light,1427,1962,1962,147,54,221
26,F,154,58,Very Active,1348,2561,2561,192,71,288
60,F,160,71,Sedentary,1340,1608,1608,121,45,181
44,F,193,74,Light,1539,2116,2116,159,59,238
68,F,168,59,Very Active,1219,2316,2316,174,64,261
34,F,183,74,Active,1552,2677,2677,201,74,301
64,M,169,51,Sedentary,1219,1463,1463,110,41,165
66,M,152,88,Sedentary,1622,1946,1946,146,54,219
75,M,177,69,Light,1436,1974,1974,148,55,222
56,F,185,89,Moderate,1601,2482,2482,186,69,279
36,F,196,51,Active,1371,2365,2365,177,66,266
72,F,192,107,Moderate,1720,2666,2666,200,74,300
60,M,187,61,Light,1462,2010,2010,151,56,226
34,F,163,53,Active,1295,2234,2234,168,62,251
66,F,170,64,Light,1280,1760,1760,132,49,198
44,F,193,95,Light,1733,2383,2383,179,66,268
51,F,180,75,Very Active,1478,2808,2808,211,78,316
63,M,180,98,Active,1907,3290,3290,247,91,370
71,M,198,67,Sedentary,1533,1840,1840,138,51,207
33,F,190,56,Sedentary,1411,1693,1693,127,47,190
32,F,180,99,Light,1782,2450,2450,184,68,276
68,M,155,95,Very Active,1719,3266,3266,245,91,367
45,F,150,54,Very Active,1217,2312,2312,173,64,260
79,M,171,71,Moderate,1412,2189,2189,164,61,246
48,F,185,87,Light,1617,2223,2223,167,62,250
19,F,181,64,Moderate,1518,2353,2353,176,65,265
25,F,195,84,Sedentary,1720,2064,2064,155,57,232
57,F,160,110,Sedentary,1714,2057,2057,154,57,231
56,M,155,68,Moderate,1425,2209,2209,166,61,249
80,M,191,112,Very Active,2051,3897,3897,292,108,438
74,F,161,79,Active,1356,2339,2339,175,65,263
73,F,170,56,Light,1176,1617,1617,121,45,182
74,F,189,113,Very Active,1758,3340,3340,250,93,376
52,F,151,66,Active,1301,2244,2244,168,62,252
39,M,185,55,Sedentary,1492,1790,1790,134,50,201
78,F,189,93,Moderate,1555,2410,2410,181,67,271
32,M,154,55,Light,1383,1902,1902,143,53,214
41,F,163,115,Active,1838,3171,3171,238,88,357
73,M,162,63,Light,1295,1781,1781,134,49,200
64,F,158,110,Sedentary,1677,2012,2012,151,56,226
62,M,191,45,Moderate,1256,1947,1947,146,54,219
78,M,182,63,Active,1363,2351,2351,176,65,264
20,M,185,59,Moderate,1653,2562,2562,192,71,288
61,M,173,111,Very Active,2059,3912,3912,293,109,440
64,M,163,76,Active,1525,2631,2631,197,73,296
54,M,157,55,Moderate,1272,1972,1972,148,55,222
47,F,180,90,Light,1634,2247,2247,169,62,253
70,F,192,96,Active,1627,2807,2807,211,78,316
70,M,169,81,Light,1587,2182,2182,164,61,245
54,M,178,114,Light,2163,2974,2974,223,83,335
41,F,191,61,Moderate,1426,2210,2210,166,61,249
37,F,150,64,Moderate,1344,2083,2083,156,58,234
30,F,152,72,Very Active,1454,2763,2763,207,77,311
47,M,171,115,Sedentary,2183,2620,2620,196,73,295
30,M,176,72,Moderate,1727,2677,2677,201,74,301
77,M,194,86,Light,1734,2384,2384,179,66,268
25,F,159,88,Active,1646,2839,2839,213,79,319
21,F,163,110,Active,1879,3241,3241,243,90,365
27,F,184,109,Moderate,1909,2959,2959,222,82,333
78,F,200,76,Light,1432,1969,1969,148,55,222
65,M,197,114,Active,2192,3781,3781,284,105,425
60,F,197,59,Moderate,1344,2083,2083,156,58,234
52,M,196,92,Moderate,1966,3047,3047,229,85,343
46,M,153,111,Active,2049,3535,3535,265,98,398
21,F,191,78,Active,1670,2881,2881,216,80,324
49,M,186,46,Sedentary,1319,1583,1583,119,44,178
78,F,183,60,Light,1232,1694,1694,127,47,191
80,M,195,93,Light,1816,2497,2497,187,69,281
29,F,191,115,Very Active,1977,3756,3756,282,104,423
72,M,175,107,Light,1953,2685,2685,201,75,302
49,M,184,115,Sedentary,2234,2681,2681,201,74,302
72,F,185,57,Light,1236,1700,1700,128,47,191
58,F,178,116,Moderate,1821,2823,2823,212,78,318
27,F,182,69,Active,1533,2644,2644,198,73,297
60,F,193,90,Active,1618,2791,2791,209,78,314
55,F,158,87,Moderate,1503,2330,2330,175,65,262
36,F,173,94,Very Active,1697,3224,3224,242,90,363
64,M,181,119,Moderate,2188,3391,3391,254,94,381
73,F,191,107,Light,1713,2355,2355,177,65,265
71,M,190,111,Active,2084,3595,3595,270,100,404
52,M,195,56,Very Active,1479,2810,2810,211,78,316
31,F,161,73,Sedentary,1487,1784,1784,134,50,201
76,M,198,49,Light,1264,1738,1738,130,48,196
23,M,177,54,Light,1531,2105,2105,158,58,237
40,F,189,64,Active,1452,2505,2505,188,70,282
38,M,154,119,Very Active,2206,4191,4191,314,116,471
55,F,152,115,Moderate,1744,2703,2703,203,75,304
58,F,186,62,Sedentary,1346,1615,1615,121,45,182
45,F,183,88,Active,1633,2817,2817,211,78,317
57,M,151,66,Active,1374,2370,2370,178,66,267
46,F,158,64,Sedentary,1330,1596,1596,120,44,180
46,M,188,98,Very Active,2042,3880,3880,291,108,436
61,M,163,70,Very Active,1462,2778,2778,208,77,313
18,F,179,54,Active,1424,2456,2456,184,68,276
55,M,164,110,Light,2037,2801,2801,210,78,315
73,F,186,105,Active,1679,2896,2896,217,80,326
80,F,158,52,Light,1072,1474,1474,111,41,166
47,F,193,64,Active,1434,2474,2474,186,69,278
19,F,176,93,Light,1771,2435,2435,183,68,274
56,F,160,53,Very Active,1191,2263,2263,170,63,255
79,F,171,105,Light,1606,2208,2208,166,61,248
70,F,155,53,Very Active,1115,2118,2118,159,59,238
62,M,193,50,Active,1332,2298,2298,172,64,259
57,M,161,48,Sedentary,1180,1416,1416,106,39,159
42,F,150,104,Moderate,1692,2623,2623,197,73,295
56,F,196,116,Light,1885,2592,2592,194,72,292
62,M,168,89,Moderate,1735,2689,2689,202,75,303
69,F,186,111,Moderate,1751,2714,2714,204,75,305
50,F,171,59,Sedentary,1306,1567,1567,118,44,176
58,F,153,107,Moderate,1660,2573,2573,193,71,289
38,F,164,83,Active,1559,2689,2689,202,75,303
23,M,182,47,Light,1461,2009,2009,151,56,226
77,M,171,118,Sedentary,2053,2464,2464,185,68,277
51,F,193,92,Moderate,1675,2596,2596,195,72,292
33,M,184,57,Light,1548,2128,2128,160,59,239
67,F,171,104,Active,1649,2845,2845,213,79,320
65,M,196,99,Active,1986,3426,3426,257,95,385
59,M,194,76,Active,1703,2938,2938,220,82,331
79,F,161,51,Light,1076,1480,1480,111,41,166
40,M,171,57,Moderate,1446,2241,2241,168,62,252
35,F,194,98,Moderate,1803,2795,2795,210,78,314
63,M,166,58,Very Active,1304,2478,2478,186,69,279
32,F,168,76,Moderate,1532,2375,2375,178,66,267
73,F,193,89,Moderate,1552,2406,2406,180,67,271
63,M,152,109,Active,1920,3312,3312,248,92,373
41,M,152,63,Very Active,1429,2715,2715,204,75,305
58,F,163,70,Active,1349,2327,2327,175,65,262
33,M,194,102,Active,2199,3793,3793,284,105,427
32,F,175,71,Sedentary,1508,1810,1810,136,50,204
32,M,168,84,Very Active,1838,3492,3492,262,97,393
49,F,178,89,Active,1610,2777,2777,208,77,312
63,F,200,52,Active,1275,2199,2199,165,61,247
37,M,155,46,Moderate,1238,1919,1919,144,53,216
50,F,192,59,Moderate,1371,2125,2125,159,59,239
25,F,183,70,Moderate,1554,2409,2409,181,67,271
76,F,199,108,Sedentary,1734,2081,2081,156,58,234
18,M,196,113,Very Active,2441,4638,4638,348,129,522
36,F,197,118,Active,1993,3438,3438,258,96,387
22,F,179,49,Moderate,1360,2108,2108,158,59,237
26,M,184,91,Very Active,2043,3882,3882,291,108,437
68,M,153,97,Light,1736,2387,2387,179,66,269
19,M,179,45,Sedentary,1442,1730,1730,130,48,195
67,F,197,86,Active,1563,2696,2696,202,75,303
45,F,151,103,Moderate,1673,2593,2593,194,72,292
19,F,175,75,Light,1601,2201,2201,165,61,248
20,F,186,70,Light,1585,2179,2179,163,61,245
70,F,169,71,Moderate,1325,2054,2054,154,57,231
30,M,184,120,Very Active,2409,4577,4577,343,127,515
67,F,176,116,Very Active,1775,3372,3372,253,94,379
19,F,198,61,Active,1543,2662,2662,200,74,299
72,F,158,103,Light,1578,2170,2170,163,60,244
69,M,176,65,Moderate,1412,2189,2189,164,61,246
69,M,162,55,Moderate,1211,1877,1877,141,52,211
58,M,155,49,Light,1159,1594,1594,120,44,179
30,F,172,92,Moderate,1701,2637,2637,198,73,297
74,M,192,83,Sedentary,1702,2042,2042,153,57,230
78,M,164,85,Very Active,1571,2985,2985,224,83,336
59,F,171,106,Light,1702,2340,2340,176,65,263
24,F,182,103,Sedentary,1860,2232,2232,167,62,251
50,F,176,102,Active,1720,2967,2967,223,82,334
20,F,151,87,Light,1633,2245,2245,168,62,253
21,M,184,94,Sedentary,2111,2533,2533,190,70,285
43,F,180,113,Active,1864,3215,3215,241,89,362
74,M,161,69,Sedentary,1365,1638,1638,123,46,184
71,M,152,118,Sedentary,1996,2395,2395,180,67,269
30,F,153,112,Very Active,1827,3471,3471,260,96,390
49,F,171,101,Active,1699,2931,2931,220,81,330
80,F,151,55,Moderate,1078,1671,1671,125,46,188
49,F,154,85,Sedentary,1499,1799,1799,135,50,202
60,M,163,109,Light,1990,2736,2736,205,76,308
59,M,173,59,Moderate,1374,2130,2130,160,59,240
74,F,152,55,Light,1107,1522,1522,114,42,171
42,M,174,85,Moderate,1824,2827,2827,212,79,318
58,M,196,118,Very Active,2281,4334,4334,325,120,488
30,M,194,71,Very Active,1800,3420,3420,256,95,385
31,M,194,114,Light,2371,3260,3260,244,91,367
26,F,182,91,Very Active,1740,3306,3306,248,92,372
64,M,154,59,Moderate,1255,1945,1945,146,54,219
64,F,177,112,Moderate,1754,2719,2719,204,76,306
32,F,168,73,Active,1505,2596,2596,195,72,292
58,F,158,58,Very Active,1222,2322,2322,174,64,261
61,M,163,117,Light,2092,2876,2876,216,80,324
78,M,172,109,Active,1931,3331,3331,250,93,375
75,F,159,50,Sedentary,1078,1294,1294,97,36,146
51,M,155,60,Sedentary,1346,1615,1615,121,45,182
54,M,186,51,Moderate,1358,2105,2105,158,58,237
44,F,176,57,Moderate,1329,2060,2060,154,57,232
77,M,151,59,Sedentary,1166,1399,1399,105,39,157
42,F,192,87,Very Active,1665,3164,3164,237,88,356
63,M,172,120,Active,2164,3733,3733,280,104,420
41,F,169,47,Moderate,1228,1903,1903,143,53,214
55,M,185,72,Moderate,1629,2525,2525,189,70,284
77,M,173,54,Active,1205,2079,2079,156,58,234
62,M,176,101,Active,1934,3336,3336,250,93,375
27,F,168,109,Sedentary,1859,2231,2231,167,62,251
64,F,163,56,Light,1193,1640,1640,123,46,184
70,M,165,77,Very Active,1514,2877,2877,216,80,324
56,F,169,65,Moderate,1330,2062,2062,155,57,232
32,M,167,58,Sedentary,1485,1782,1782,134,50,200
39,F,158,67,Moderate,1388,2151,2151,161,60,242
76,F,150,57,Moderate,1110,1720,1720,129,48,194
25,F,158,68,Active,1458,2515,2515,189,70,283
49,M,163,95,Moderate,1865,2891,2891,217,80,325
31,F,163,80,Moderate,1558,2415,2415,181,67,272
80,F,157,112,Active,1623,2800,2800,210,78,315
30,M,196,63,Sedentary,1703,2044,2044,153,57,230
39,F,184,72,Moderate,1515,2348,2348,176,65,264
49,M,186,62,Light,1533,2108,2108,158,59,237
70,M,199,60,Active,1450,2501,2501,188,69,281
29,M,158,102,Sedentary,2048,2458,2458,184,68,277
47,F,163,101,Moderate,1683,2609,2609,196,72,294
73,F,185,120,Sedentary,1814,2177,2177,163,60,245
55,M,191,103,Sedentary,2073,2488,2488,187,69,280
49,M,160,83,Active,1690,2915,2915,219,81,328
18,M,174,75,Sedentary,1826,2191,2191,164,61,246
69,M,154,107,Very Active,1869,3551,3551,266,99,399
25,F,152,66,Very Active,1421,2700,2700,202,75,304
58,M,159,119,Very Active,2116,4020,4020,302,112,452
80,M,164,57,Moderate,1185,1837,1837,138,51,207
79,M,184,120,Light,2131,2930,2930,220,81,330
20,F,151,92,Sedentary,1680,2016,2016,151,56,227
53,F,181,100,Active,1704,2939,2939,220,82,331
31,F,156,100,Moderate,1721,2668,2668,200,74,300
46,M,195,50,Very Active,1433,2723,2723,204,76,306
45,M,150,58,Moderate,1330,2062,2062,155,57,232
37,F,177,91,Active,1677,2893,2893,217,80,325
21,F,156,103,Active,1792,3091,3091,232,86,348
47,M,194,104,Very Active,2146,4077,4077,306,113,459
33,M,152,48,Sedentary,1274,1529,1529,115,42,172
30,F,159,105,Moderate,1781,2761,2761,207,77,311
68,M,157,95,Sedentary,1728,2074,2074,156,58,233
24,F,182,54,Very Active,1407,2673,2673,200,74,301
45,F,175,53,Very Active,1285,2442,2442,183,68,275
24,F,175,94,Moderate,1755,2720,2720,204,76,306
25,M,187,90,Very Active,2050,3895,3895,292,108,438
20,F,159,75,Light,1547,2127,2127,160,59,239
47,F,185,90,Moderate,1649,2556,2556,192,71,288
62,M,195,105,Light,2079,2859,2859,214,79,322
70,M,168,98,Moderate,1810,2806,2806,210,78,316
18,F,168,106,Light,1870,2571,2571,193,71,289
53,M,191,114,Very Active,2231,4239,4239,318,118,477
42,F,167,61,Active,1347,2324,2324,174,65,261
40,M,177,82,Moderate,1809,2804,2804,210,78,315
24,F,155,116,Sedentary,1897,2276,2276,171,63,256
50,F,154,89,Active,1531,2641,2641,198,73,297
35,M,170,93,Moderate,1951,3024,3024,227,84,340
69,M,163,61,Light,1296,1782,1782,134,50,200
39,F,178,90,Sedentary,1662,1994,1994,150,55,224
73,M,195,68,Sedentary,1521,1825,1825,137,51,205
55,M,177,85,Very Active,1764,3352,3352,251,93,377
36,F,164,89,Sedentary,1623,1948,1948,146,54,219
23,M,172,96,Sedentary,2069,2483,2483,186,69,279
36,F,171,66,Light,1432,1969,1969,148,55,222
53,M,152,118,Very Active,2098,3986,3986,299,111,448
71,F,190,66,Light,1339,1841,1841,138,51,207
57,M,177,53,Light,1324,1820,1820,136,51,205
52,M,166,101,Very Active,1943,3692,3692,277,103,415
57,F,182,117,Moderate,1847,2863,2863,215,80,322
37,F,172,54,Active,1320,2277,2277,171,63,256
20,M,178,98,Very Active,2142,4070,4070,305,113,458
37,M,190,86,Sedentary,1942,2330,2330,175,65,262
30,F,188,65,Active,1501,2589,2589,194,72,291
76,F,194,103,Light,1672,2299,2299,172,64,259
79,F,170,94,Active,1501,2589,2589,194,72,291
54,F,199,100,Active,1755,3027,3027,227,84,341
39,F,194,73,Light,1555,2138,2138,160,59,241
77,F,152,92,Moderate,1436,2226,2226,167,62,250
24,M,176,63,Very Active,1641,3118,3118,234,87,351
75,M,195,45,Moderate,1201,1862,1862,140,52,209
59,M,187,120,Active,2258,3895,3895,292,108,438
63,F,192,55,Light,1278,1757,1757,132,49,198
54,F,186,46,Very Active,1215,2308,2308,173,64,260
74,F,168,59,Sedentary,1193,1432,1432,107,40,161
22,F,166,105,Moderate,1838,2849,2849,214,79,321
43,F,183,58,Sedentary,1365,1638,1638,123,46,184
58,M,190,57,Active,1435,2475,2475,186,69,278
68,M,181,117,Moderate,2138,3314,3314,249,92,373
29,F,200,103,Sedentary,1894,2273,2273,170,63,256
44,M,174,120,Very Active,2281,4334,4334,325,120,488
26,F,157,82,Very Active,1580,3002,3002,225,83,338
60,M,176,109,Moderate,2053,3182,3182,239,88,358
46,M,185,67,Very Active,1613,3065,3065,230,85,345
72,M,182,71,Active,1504,2594,2594,195,72,292
49,F,187,74,Light,1499,2061,2061,155,57,232
52,F,151,62,Moderate,1264,1959,1959,147,54,220
36,M,162,54,Light,1385,1904,1904,143,53,214
57,F,166,78,Light,1436,1974,1974,148,55,222
18,M,153,71,Moderate,1672,2592,2592,194,72,292
48,M,174,90,Sedentary,1857,2228,2228,167,62,251
58,F,167,96,Light,1602,2203,2203,165,61,248
79,F,173,69,Sedentary,1280,1536,1536,115,43,173
53,M,184,103,Active,2050,3536,3536,265,98,398
42,F,152,84,Sedentary,1513,1816,1816,136,50,204
47,M,191,45,Very Active,1341,2548,2548,191,71,287
80,M,192,105,Moderate,1962,3041,3041,228,84,342
64,M,158,67,Very Active,1381,2624,2624,197,73,295
65,F,173,86,Light,1497,2058,2058,154,57,232
47,F,195,100,Sedentary,1773,2128,2128,160,59,239
69,F,191,99,Very Active,1656,3146,3146,236,87,354
63,M,186,67,Moderate,1521,2358,2358,177,66,265
22,F,170,50,Active,1341,2313,2313,173,64,260
78,M,197,47,Sedentary,1221,1465,1465,110,41,165
38,M,150,78,Light,1637,2251,2251,169,63,253
69,M,182,100,Very Active,1910,3629,3629,272,101,408
36,M,175,60,Active,1528,2636,2636,198,73,297
47,M,173,74,Active,1643,2834,2834,213,79,319
35,M,185,45,Sedentary,1380,1656,1656,124,46,186
21,M,156,92,Active,1950,3364,3364,252,93,378
38,M,166,89,Very Active,1862,3538,3538,265,98,398
65,M,154,99,Light,1785,2454,2454,184,68,276
80,F,163,55,Sedentary,1115,1338,1338,100,37,151
18,F,172,81,Active,1652,2850,2850,214,79,321
63,M,178,61,Moderate,1402,2173,2173,163,60,244
26,F,150,50,Sedentary,1262,1514,1514,114,42,170
76,M,171,103,Sedentary,1857,2228,2228,167,62,251
69,F,191,65,Very Active,1342,2550,2550,191,71,287
23,F,173,71,Very Active,1540,2926,2926,219,81,329
75,M,181,92,Light,1764,2426,2426,182,67,273
61,M,168,112,Light,2049,2817,2817,211,78,317
26,F,160,105,Light,1802,2478,2478,186,69,279
47,M,177,45,Sedentary,1274,1529,1529,115,42,172
52,M,166,60,Moderate,1394,2161,2161,162,60,243
77,F,151,94,Sedentary,1451,1741,1741,131,48,196
55,F,176,108,Active,1753,3024,3024,227,84,340
46,M,172,89,Light,1845,2537,2537,190,70,285
77,F,176,76,Very Active,1362,2588,2588,194,72,291
32,M,160,63,Moderate,1519,2354,2354,177,65,265
21,M,151,46,Light,1310,1801,1801,135,50,203
58,M,195,94,Moderate,1954,3029,3029,227,84,341
40,F,179,83,Light,1596,2194,2194,165,61,247
59,M,177,101,Light,1956,2690,2690,202,75,303
38,F,190,94,Light,1741,2394,2394,180,66,269
19,F,195,84,Moderate,1746,2706,2706,203,75,304
61,F,168,52,Very Active,1185,2252,2252,169,63,253
55,M,166,77,Active,1604,2767,2767,208,77,311
26,M,177,86,Sedentary,1942,2330,2330,175,65,262
21,M,199,106,Very Active,2344,4454,4454,334,124,501
61,F,162,84,Active,1462,2522,2522,189,70,284
77,M,176,90,Active,1702,2936,2936,220,82,330
67,F,159,60,Sedentary,1205,1446,1446,108,40,163
42,M,191,52,Sedentary,1463,1756,1756,132,49,198
18,M,150,69,Moderate,1630,2526,2526,189,70,284
40,F,181,78,Moderate,1556,2412,2412,181,67,271
73,F,171,55,Moderate,1170,1814,1814,136,50,204
75,F,171,89,Very Active,1476,2804,2804,210,78,315
43,M,182,107,Light,2151,2958,2958,222,82,333
21,M,150,101,Active,2042,3522,3522,264,98,396
33,M,188,99,Very Active,2130,4047,4047,304,112,455
45,F,183,82,Very Active,1578,2998,2998,225,83,337
52,F,151,72,Active,1356,2339,2339,175,65,263
75,M,161,68,Active,1346,2322,2322,174,64,261
40,M,186,79,Moderate,1812,2809,2809,211,78,316
80,M,153,62,Very Active,1199,2278,2278,171,63,256
18,M,159,69,Moderate,1674,2595,2595,195,72,292
26,F,166,60,Light,1404,1930,1930,145,54,217
76,M,184,92,Active,1772,3057,3057,229,85,344
21,M,152,75,Light,1703,2342,2342,176,65,263
77,F,179,78,Light,1390,1911,1911,143,53,215
28,F,166,61,Active,1405,2424,2424,182,67,273
80,M,158,62,Active,1223,2110,2110,158,59,237
79,F,181,114,Moderate,1720,2666,2666,200,74,300
52,M,181,112,Active,2162,3729,3729,280,104,420
30,M,158,118,Active,2257,3893,3893,292,108,438
72,F,157,93,Light,1482,2038,2038,153,57,229
62,F,190,78,Active,1489,2569,2569,193,71,289
26,F,164,109,Sedentary,1851,2221,2221,167,62,250
29,F,154,91,Active,1641,2831,2831,212,79,318
22,F,153,92,Moderate,1677,2599,2599,195,72,292
51,F,194,82,Very Active,1586,3013,3013,226,84,339
26,M,151,47,Active,1295,2234,2234,168,62,251
32,M,179,101,Moderate,2119,3284,3284,246,91,369
30,M,185,81,Light,1891,2600,2600,195,72,292
34,F,161,60,Very Active,1354,2573,2573,193,71,289
72,F,151,72,Light,1269,1745,1745,131,48,196
65,F,189,114,Moderate,1806,2799,2799,210,78,315
21,F,170,64,Very Active,1475,2802,2802,210,78,315
18,M,162,94,Moderate,2023,3136,3136,235,87,353
64,F,188,77,Sedentary,1465,1758,1758,132,49,198
26,F,187,93,Sedentary,1774,2129,2129,160,59,240
55,M,173,117,Moderate,2174,3370,3370,253,94,379
70,M,181,63,Moderate,1404,2176,2176,163,60,245
53,F,171,68,Very Active,1377,2616,2616,196,73,294
48,F,200,105,Active,1830,3157,3157,237,88,355
39,M,162,106,Light,2064,2838,2838,213,79,319
28,F,200,63,Moderate,1529,2370,2370,178,66,267
50,M,168,112,Very Active,2111,4011,4011,301,111,451
36,F,174,82,Active,1589,2741,2741,206,76,308
40,F,184,103,Very Active,1797,3414,3414,256,95,384
29,M,176,50,Active,1438,2481,2481,186,69,279
57,F,160,65,Moderate,1298,2012,2012,151,56,226
76,F,179,61,Active,1237,2134,2134,160,59,240
73,M,198,108,Very Active,2071,3935,3935,295,109,443
59,M,171,115,Very Active,2115,4018,4018,301,112,452
55,F,188,70,Active,1439,2482,2482,186,69,279
61,F,166,62,Sedentary,1271,1525,1525,114,42,172
74,M,159,106,Sedentary,1851,2221,2221,167,62,250
